1501001989,1
1501001990,1
1501001985,1
1501001553,1
1501001552,1
1501001011,0
1501001021,0
1501001033,0
1501001034,0
1501001035,0
1501001097,0
1501001105,0
1501001126,0
1501001145,0
1501001146,0
1501001173,0
1501001174,0
1501001175,0
1501001187,0
1501001198,0
1501001199,0
1501001200,0
1501001201,0
1501001205,0
1501001207,0
1501002005,0
1501002017,0
1501002031,0
1501002032,0
1501001218,0
1501001219,0
1501001227,0
1501001228,0
1501001253,0
1501001264,0
1501001267,0
1501001269,0
1501001271,0
1501001272,0
1501001279,0
1501001280,0
1501001284,0
1501001294,0
1501001295,0
1501002037,0
1501002038,0
1501002039,0
1501002045,0
1501002056,0
1501002070,0
1501002085,0
1501002086,0
1501002087,0
1501002095,0
1501002097,0
1501002118,0
1501002135,0
1501002155,0
1501002164,0
1501002172,0
1501002179,0
1501002181,0
1501002198,0
1501002298,0
1501002300,0
1501002308,0
1501002310,0
1501002311,0
1501002326,0
1501002209,0
1501002210,0
1501002211,0
1501002212,0
1501002988,0
1501002989,0
1501003036,0
1501003038,0
1501003047,0
1501003049,0
1501003059,0
1501003060,0
1501003067,0
1501003068,0
1501002725,0
1501002173,0
1501001553,0
1501001552,0
1501001990,0
1501001989,0
1501001985,0
