1800150100,6,0,
1501001552,6,0,
1501001985,6,0,
1501001979,6,0,
1800540400,6,0,
1501001553,6,0,
1501001989,6,0,
1501001990,6,0,
1501001599,6,0,
1501001531,6,0,
1501000813,6,0,
1800140100,6,0,
1501000854,6,0,
1501000863,6,0,
1501000800,6,0,
1501000731,6,0,
1501001993,6,0,
1501000587,6,0,
1501000871,6,0,
1401005968,6,0,
1501000636,6,0,
1501000978,6,0,
1501000611,6,0,
1501000967,6,0,
1501000575,6,0,
1501000969,6,0,
1501000734,6,0,
1501001964,6,0,
1501001640,6,0,
1501001519,6,0,
1501001465,6,0,
1501000675,6,0,
1501001991,6,0,
1501000968,6,0,
1501000814,6,0,
1501000581,6,0,
1501000839,6,0,
1501000612,6,0,
1501000653,6,0,
1501000572,6,0,
1501000585,6,0,
1501000570,6,0,
1501000595,6,0,
1501000875,6,0,
1501000877,6,0,
1501000990,6,0,
1501001520,6,0,
1501000730,6,0,
1501000589,6,0,
1501000708,6,0,
1501000551,6,0,
1501000767,6,0,
1501001649,6,0,
1501000541,6,0,
1501000732,6,0,
1501000815,6,0,
1501000720,6,0,
1501001615,6,0,
1501000959,6,0,
1501000637,6,0,
1501000914,6,0,
1501000638,6,0,
1501001600,6,0,
1501000915,6,0,
1501000825,6,0,
1501000733,6,0,
1501000872,6,0,
1501001529,6,0,
1501000994,6,0,
1501001500,6,0,
1501000842,6,0,
1501001480,6,0,
1501000870,6,0,
1501000775,6,0,
1501001513,6,0,
1501001377,6,0,
1501001750,6,0,
1501000674,6,0,
1501001429,6,0,
1501001523,6,0,
1501000869,6,0,
1501001522,6,0,
1501001371,6,0,
1501001367,6,0,
1501001379,6,0,
1501001443,6,0,
1501001674,6,0,
1501000992,6,0,
1501000768,6,0,
1501001431,6,0,
1501001694,6,0,
1501000866,6,0,
1501000996,6,0,
1501001768,6,0,
1501001521,6,0,
1501000798,6,0,
1501001435,6,0,
1501001751,6,0,
1501000793,6,0,
1501001661,6,0,
1501001665,6,0,
1501000993,6,0,
1501001693,6,0,
1501001673,6,0,
1501000598,6,0,
1501001774,6,0,
1501000673,6,0,
1501000797,6,0,
1501001767,6,0,
1501000776,6,0,
1501001381,6,0,
1501001471,6,0,
1501001466,6,0,
1501001378,6,0,
1501001445,6,0,
1501001487,6,0,
1501000991,6,0,
1501000998,6,0,
1501000778,6,0,
1501000865,6,0,
1501000777,6,0,
